t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u1,u2,u3,u4,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,v
0.0,-11.232154465433664,24.10734039290733,1.7139418377137228,6.064083949252035,-0.070037216237602,-0.0604959097725348,0.1890949022270917,-0.1605787641248493,-0.3534735368881286,0.80408146398408,0.4502487296030401,1.0,0.7853981633974477,0.3294543726612696,-0.7853981633974483,-0.3729507048729292,-0.2059501247643053,-0.2816679038094031,0.5388909319868925,-0.004101240112594,-0.0197977575585868,-0.0976126059671373,21.23282466736383,-18.825550307610797,3.5874695044676184,14.3268520049356,5.872150749953551
0.0143464349083083,-11.295211907838256,24.268924255512633,1.50426374556998,5.633715580000063,0.7647467612881103,-0.3784915172502515,0.4178959456945995,-0.1585749682151025,-0.3514187174184193,0.8064937282789088,0.4482545281866117,1.0,0.3727551702078394,-0.2411102321608999,-0.3574739717584666,-0.3768798332354426,-0.1986151278200617,-0.2545051957798825,0.4969820218388275,0.0007084290217755,-0.0423911735934566,-0.06191467442334,20.643329665495784,-18.155472178300663,4.293003413424045,12.007525561951605,5.812861402722237
0.0481614586114082,-11.437176883198036,24.622253133446662,1.0151427176209815,4.621092777585955,0.891973517587651,-0.3492741012868188,0.4476719598580188,-0.1487688562644798,-0.3408067972108324,0.8164197960875809,0.4417938789533161,1.0,0.130288496331861,-0.63761398099043,0.0729699640801759,-0.3703396097200545,-0.1766439439854756,-0.2949648186256016,0.4495459551049736,0.003351928557449,-0.0560895684867902,-0.040065760105454,20.526531226602646,-18.479091002085383,3.7776138250150506,12.159542123156683,5.487599025437012
0.1015021955099795,-11.64637095308624,24.99452232152919,0.4196946570513395,3.6418984043625864,0.7994448854427721,0.0138853668531969,0.2004331131473754,-0.1386973808032474,-0.3233958705345047,0.8280836314050228,0.4363987370546401,1.0,0.1558304786724493,-0.5201714735887759,0.1018308766769012,-0.3664479291890034,-0.158206594686762,-0.2876920144434589,0.3980800537282275,0.002873432221555,-0.0464173443639183,-0.0371752233941483,19.840070229691975,-17.976281757765655,4.027979239248001,10.24253140797791,5.080476931416129
0.1746269017423348,-11.91015166767438,25.332276694330258,0.0416063910294664,3.0767916823344295,0.7412387127837148,0.22382639624702,-0.0211775165212337,-0.1311884314235091,-0.2968431210052237,0.8375455330139967,0.4395616676677239,1.0,0.1324795130409876,-0.3986222945834277,0.0083106160632231,-0.3561597621622248,-0.1407138380167092,-0.2872165462275594,0.373807693359133,0.003409190709386,-0.0388135021377151,-0.0431293454050946,19.35148914709629,-17.476160876351514,3.7967405022563105,9.715764404491065,4.749525056804394
0.2679002513261794,-12.213490084500748,25.667764020264745,-0.1072035767428264,2.854995675331125,0.6072001185618316,0.3108071489989778,-0.1192973514108012,-0.1272791126033564,-0.2655515492150859,0.8428708447797765,0.4503551701357636,1.0,0.1189639788441853,-0.3473329392228749,-0.0345007155146601,-0.3467386828655994,-0.1256746798632423,-0.2416673502284937,0.3553229337189039,0.0029189348422118,-0.0349479584958418,-0.0388292203066777,18.420835322229006,-16.16920862308179,4.076484827582893,7.919575205170558,4.4367808723060245
0.381797935986099,-12.530819130837394,26.027885640482733,-0.1210712243046253,2.7583820149105427,0.5065769550452437,0.3026597237415696,-0.1379106334869073,-0.1257126156100604,-0.2313944744364188,0.8451580483655274,0.4651893357620508,1.0,0.0982611065543366,-0.318632128971231,-0.0413487433145235,-0.3314579565283717,-0.1077662981601141,-0.2112441773262851,0.3412681659331713,0.0026792567610925,-0.0324670507676444,-0.0345594136353965,17.468531099978318,-14.95406117286278,3.845158950417196,7.238843266037912,4.107241010953777
0.5169162933878169,-12.82289672721738,26.40009900885352,-0.1082530701807003,2.66181676408402,0.3729610957563287,0.289619072183981,-0.1349616669642335,-0.1267487611752359,-0.1983767890458526,0.8445282718623436,0.4809428001540616,0.9999999999999996,0.078169278475967,-0.3033053133599211,-0.0306166749061728,-0.3160147520431867,-0.0905375723180332,-0.159554101652124,0.3164687471720295,0.0020132856306094,-0.0298248183565198,-0.0260054182780292,15.9926933868241,-13.246812419083437,3.915639538675383,5.545874202167177,3.750698041355762
0.6739852576531795,-13.036679120988312,26.77844406772186,-0.0781430509512853,2.539928579843948,0.2812871860113808,0.2588861892668041,-0.127832529127,-0.1305677222253699,-0.167437342102144,0.8414398828686532,0.4969406209057104,0.998822325378816,0.0622056371362993,-0.2789360381730487,-0.0221823499990994,-0.2948816334243446,-0.0722674491537785,-0.1318107854732406,0.2868802190619959,0.0017095323628739,-0.0265399031938156,-0.0212644767222855,14.402110976758292,-11.726068596009792,3.512899505607372,4.8666467891365395,3.380284618761914
0.8538850255073768,-13.110470586029049,27.066307005475764,-0.0592886182185406,2.3669598473418536,0.1799245169353809,0.2320394407146562,-0.1213772266510573,-0.1369573597564349,-0.1407532320394378,0.8359736632989736,0.512366260378914,0.940009035840815,0.044041533236444,-0.2569112440411321,-0.0118916529200162,-0.2730158798182125,-0.0569591596088817,-0.0915422734594209,0.2482468939965321,0.0011972604979447,-0.022790620951632,-0.0145408225509678,12.375015385420465,-9.844414470581588,3.389756974026418,3.3947512798127573,2.9989439899379144
